DestinationID,Name,City,State/UT,Type,Tags,Popularity,RatingCount,BestTimeToVisit,WeatherSummary,Latitude,Longitude,EntryFee,AverageCost,RecommendedDuration,Activities,Accessibility,NearestAirport,NearestRailwayStation,Description,DestinationImage,Hotel1_Name,Hotel1_Link,Hotel1_Price,Hotel2_Name,Hotel2_Link,Hotel2_Price,Hotel3_Name,Hotel3_Link,Hotel3_Price,Hotel4_Name,Hotel4_Link,Hotel4_Price
30,Periyar Wildlife Sanctuary,Thekkady,Kerala,Wildlife,"safari, wild animals, forest, nature photography, bird watching, jungle exploration, tiger, reserve, lake, tourist favorite, must visit, photogenic",9.09,78000,Oct-Jun,Cool pleasant,9.6015,77.1759,2000,6000-15000,2-3 days,Lake safari,Moderate,Madurai (IXM),Kottayam,Tiger reserve with lake,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Indian_one-horned_rhinoceros.jpg/1024px-Indian_one-horned_rhinoceros.jpg,Treebo Thekkady,https://www.google.com/search?q=Treebo+Thekkady+Thekkady+hotel+booking,1688,Marriott Thekkady,https://www.google.com/search?q=Marriott+Thekkady+Thekkady+hotel+booking,2528,Hotel Grand,https://www.google.com/search?q=Hotel+Grand+Thekkady+hotel+booking,4367,Palace Hotel Royal,https://www.google.com/search?q=Palace+Hotel+Royal+Thekkady+hotel+booking,6379
31,Qutub Minar,Delhi,Delhi,Historical,"heritage, architecture, culture, monument, guided tour, photography, historic landmark, tallest, brick, minaret, tourist favorite, must visit, photogenic",9.2,189000,Oct-Mar,Cool winters,28.5244,77.1855,600,2000-5000,2-3 hrs,Photography,Good,Delhi (DEL),Delhi Cantt,Tallest brick minaret,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Amer_Fort_Jaipur.jpg/1024px-Amer_Fort_Jaipur.jpg,Boutique Hotel Lake View,https://www.google.com/search?q=Boutique+Hotel+Lake+View+Delhi+hotel+booking,1237,Lemon Tree Delhi,https://www.google.com/search?q=Lemon+Tree+Delhi+Delhi+hotel+booking,2707,Heritage Hotel Crown,https://www.google.com/search?q=Heritage+Hotel+Crown+Delhi+hotel+booking,3738,Palace Hotel Grand,https://www.google.com/search?q=Palace+Hotel+Grand+Delhi+hotel+booking,6543
32,Red Fort,Delhi,Delhi,Historical,"historic fort, panoramic view, heritage, architecture, culture, monument, guided tour, photography, historic landmark, mughal, emperor, s, tourist favorite, must visit",9.17,176000,Oct-Mar,Pleasant winters,28.6562,77.241,600,2000-5000,2-3 hrs,Light & sound show,Good,Delhi (DEL),Old Delhi,Mughal emperor's residence,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Delhi_fort.jpg/1024px-Delhi_fort.jpg,Heritage Hotel Delhi,https://www.google.com/search?q=Heritage+Hotel+Delhi+Delhi+hotel+booking,1337,Treebo Delhi,https://www.google.com/search?q=Treebo+Delhi+Delhi+hotel+booking,2479,Hotel Imperial,https://www.google.com/search?q=Hotel+Imperial+Delhi+hotel+booking,3866,Marriott Delhi,https://www.google.com/search?q=Marriott+Delhi+Delhi+hotel+booking,6935
33,India Gate,Delhi,Delhi,Historical,"heritage, architecture, culture, monument, guided tour, photography, historic landmark, national, tourist favorite, must visit, photogenic",9.05,198000,Year-round,All seasons,28.6129,77.2295,0,1000-3000,1-2 hrs,Evening lights,Excellent,Delhi (DEL),New Delhi,National monument,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/India_Gate_%28All_India_War_Memorial%29.jpg/1024px-India_Gate_%28All_India_War_Memorial%29.jpg,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Delhi+hotel+booking,1502,Boutique Hotel Palace,https://www.google.com/search?q=Boutique+Hotel+Palace+Delhi+hotel+booking,2379,Lemon Tree Delhi,https://www.google.com/search?q=Lemon+Tree+Delhi+Delhi+hotel+booking,4137,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Delhi+hotel+booking,6885
34,Rishikesh,Rishikesh,Uttarakhand,Spiritual,"yoga, capital, world, tourist favorite, must visit, photogenic",9.14,98000,Sep-Jun,Pleasant,30.0869,78.2676,0,3000-8000,3-5 days,White-water rafting,Good,Dehradun (DED),Rishikesh,Yoga capital of the world,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Ram_Jhula_Rishikesh.jpg/1024px-Ram_Jhula_Rishikesh.jpg,Resort Rishikesh,https://www.google.com/search?q=Resort+Rishikesh+Rishikesh+hotel+booking,1531,Taj Rishikesh,https://www.google.com/search?q=Taj+Rishikesh+Rishikesh+hotel+booking,2467,Lodge Crown,https://www.google.com/search?q=Lodge+Crown+Rishikesh+hotel+booking,4037,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Rishikesh+hotel+booking,6467
35,Manali,Manali,Himachal Pradesh,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, honeymoon, adventure, hub, tourist favorite, must visit, photogenic",9.27,145000,Mar-Jun/Oct-Feb,Cold to pleasant,32.2396,77.1887,0,6000-15000,4-7 days,"Rohtang Pass, skiing",Good,Bhuntar (KUU),No railway,Honeymoon & adventure hub,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Radisson Manali,https://www.google.com/search?q=Radisson+Manali+Manali+hotel+booking,1263,Treebo Manali,https://www.google.com/search?q=Treebo+Manali+Manali+hotel+booking,2514,Heritage Hotel Crown,https://www.google.com/search?q=Heritage+Hotel+Crown+Manali+hotel+booking,4406,Inn Imperial,https://www.google.com/search?q=Inn+Imperial+Manali+hotel+booking,6829
36,Shimla,Shimla,Himachal Pradesh,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, queen, hills, tourist favorite, must visit, photogenic",9.1,112000,Mar-Jun/Oct-Dec,Cool,31.1048,77.1734,0,5000-12000,3-5 days,"Mall Road, toy train",Good,Chandigarh (IXC),Kalka,Queen of Hills,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Shimla_India.jpg/1024px-Shimla_India.jpg,Resort Shimla,https://www.google.com/search?q=Resort+Shimla+Shimla+hotel+booking,1356,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Shimla+hotel+booking,2625,Treebo Shimla,https://www.google.com/search?q=Treebo+Shimla+Shimla+hotel+booking,4475,Heritage Hotel Palace,https://www.google.com/search?q=Heritage+Hotel+Palace+Shimla+hotel+booking,6980
37,Gangtok,Gangtok,Sikkim,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, capital, sikkim, tourist favorite, must visit, photogenic",9.08,78000,Mar-Jun/Sep-Nov,Cool pleasant,27.3389,88.6065,0,8000-15000,3-5 days,Rumtek Monastery,Moderate,Bagdogra (IXB),No railway,Capital of Sikkim,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Naini_Lake_Nainital.jpg/1024px-Naini_Lake_Nainital.jpg,Boutique Hotel Grand,https://www.google.com/search?q=Boutique+Hotel+Grand+Gangtok+hotel+booking,1738,Heritage Hotel Imperial,https://www.google.com/search?q=Heritage+Hotel+Imperial+Gangtok+hotel+booking,2279,Oberoi Gangtok,https://www.google.com/search?q=Oberoi+Gangtok+Gangtok+hotel+booking,3763,OYO Gangtok,https://www.google.com/search?q=OYO+Gangtok+Gangtok+hotel+booking,6407
38,Jagannath Temple,Puri,Odisha,Religious,"spiritual place, devotional visit, temple, pilgrimage, spiritual, holy site, devotional, cultural importance, one, char, dhams, tourist favorite, must visit, photogenic",9.12,98000,Nov-Feb,Cool pleasant,19.8046,85.8179,0,2000-5000,Full day,Rath Yatra festival,Moderate,Bhubaneswar (BBI),Puri,One of the Char Dhams,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/The_Golden_Temple_of_Amrith.jpg/1024px-The_Golden_Temple_of_Amrith.jpg,Resort Lake View,https://www.google.com/search?q=Resort+Lake+View+Puri+hotel+booking,1535,Treebo Puri,https://www.google.com/search?q=Treebo+Puri+Puri+hotel+booking,2319,Treebo Puri,https://www.google.com/search?q=Treebo+Puri+Puri+hotel+booking,3793,Treebo Puri,https://www.google.com/search?q=Treebo+Puri+Puri+hotel+booking,6256
39,Chennai Marina Beach,Chennai,Tamil Nadu,Beach,"beach destination, relaxing spot, tropical, sunset view, water sports, scuba diving, relaxing, beach walk, seafood, india, s, longest, tourist favorite, must visit",8.95,134000,Nov-Feb,Cool evenings,13.0472,80.2824,0,1000-4000,Evening,Street food,Good,Chennai (MAA),Chennai Beach,India's longest urban beach,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Baga_beach_goa.jpg/1024px-Baga_beach_goa.jpg,Palace Hotel Heritage,https://www.google.com/search?q=Palace+Hotel+Heritage+Chennai+hotel+booking,1667,Palace Hotel Chennai,https://www.google.com/search?q=Palace+Hotel+Chennai+Chennai+hotel+booking,2888,Taj Chennai,https://www.google.com/search?q=Taj+Chennai+Chennai+hotel+booking,4105,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Chennai+hotel+booking,6792
40,Thanjavur Brihadeeswara Temple,Thanjavur,Tamil Nadu,Historical,"spiritual place, devotional visit, heritage, architecture, culture, monument, guided tour, photography, historic landmark, great, living, chola, tourist favorite, must visit",9.05,68000,Oct-Mar,Pleasant,10.786,79.1387,50,2000-5000,2-3 hrs,Temple tour,Good,Trichy (TRZ),Thanjavur,Great Living Chola Temple,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Konarka_Temple.jpg/800px-Konarka_Temple.jpg,Lodge Imperial,https://www.google.com/search?q=Lodge+Imperial+Thanjavur+hotel+booking,1917,Hotel Grand,https://www.google.com/search?q=Hotel+Grand+Thanjavur+hotel+booking,2683,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Thanjavur+hotel+booking,4487,Heritage Hotel Heritage,https://www.google.com/search?q=Heritage+Hotel+Heritage+Thanjavur+hotel+booking,6583
41,Bandipur National Park,Bandipur,Karnataka,Wildlife,"safari, wild animals, forest, nature photography, bird watching, jungle exploration, part, nilgiri, biosphere, tourist favorite, must visit, photogenic",9.02,56000,Oct-May,Pleasant,11.6673,76.6326,2000,6000-14000,2-3 days,Safari,Moderate,Mysore (MYQ),No railway,Part of Nilgiri Biosphere,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Prince_in_the_Jungle_crop.jpg/1024px-Prince_in_the_Jungle_crop.jpg,Lemon Tree Bandipur,https://www.google.com/search?q=Lemon+Tree+Bandipur+Bandipur+hotel+booking,1659,Lemon Tree Bandipur,https://www.google.com/search?q=Lemon+Tree+Bandipur+Bandipur+hotel+booking,2584,Heritage Hotel Lake View,https://www.google.com/search?q=Heritage+Hotel+Lake+View+Bandipur+hotel+booking,4369,Oberoi Bandipur,https://www.google.com/search?q=Oberoi+Bandipur+Bandipur+hotel+booking,6382
42,Coorg,Madikeri,Karnataka,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, scotland, india, tourist favorite, must visit, photogenic",9.11,89000,Oct-Mar,Cool pleasant,12.4244,75.7382,0,5000-12000,2-4 days,Abbey Falls,Good,Mangalore (IXE),Mysore,Scotland of India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Coorg_Coffee_Plantation.jpg/1024px-Coorg_Coffee_Plantation.jpg,Lemon Tree Madikeri,https://www.google.com/search?q=Lemon+Tree+Madikeri+Madikeri+hotel+booking,1741,Resort Royal,https://www.google.com/search?q=Resort+Royal+Madikeri+hotel+booking,2974,Inn Madikeri,https://www.google.com/search?q=Inn+Madikeri+Madikeri+hotel+booking,4389,Lemon Tree Madikeri,https://www.google.com/search?q=Lemon+Tree+Madikeri+Madikeri+hotel+booking,6744
43,Gulmarg,Gulmarg,Jammu and Kashmir,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, asia, s, premier, tourist favorite, must visit, photogenic",9.25,78000,Dec-Mar,Snowy,34.0481,74.3805,0,12000-25000,3-5 days,"Gondola ride, skiing",Moderate,Srinagar (SXR),No railway,Asia's premier ski resort,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nohkalikai_Falls_Meghalaya.jpg/800px-Nohkalikai_Falls_Meghalaya.jpg,Resort Palace,https://www.google.com/search?q=Resort+Palace+Gulmarg+hotel+booking,1671,Inn Palace,https://www.google.com/search?q=Inn+Palace+Gulmarg+hotel+booking,2942,Taj Gulmarg,https://www.google.com/search?q=Taj+Gulmarg+Gulmarg+hotel+booking,4376,Boutique Hotel Royal,https://www.google.com/search?q=Boutique+Hotel+Royal+Gulmarg+hotel+booking,6446
44,Kanyakumari,Kanyakumari,Tamil Nadu,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, southernmost, tip, india, tourist favorite, must visit, photogenic",9.08,98000,Oct-Mar,Warm pleasant,8.0883,77.5385,0,2000-6000,1-2 days,Vivekananda Rock,Good,Trivandrum (TRV),Kanyakumari,Southernmost tip of India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Vivekananda_Rock_Memorial%2C_Kanyakumari.jpg/1024px-Vivekananda_Rock_Memorial%2C_Kanyakumari.jpg,Hotel Royal,https://www.google.com/search?q=Hotel+Royal+Kanyakumari+hotel+booking,1657,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Kanyakumari+hotel+booking,2450,Lemon Tree Kanyakumari,https://www.google.com/search?q=Lemon+Tree+Kanyakumari+Kanyakumari+hotel+booking,4149,Resort Royal,https://www.google.com/search?q=Resort+Royal+Kanyakumari+hotel+booking,6343
45,Chittorgarh Fort,Chittorgarh,Rajasthan,Historical,"historic fort, panoramic view, heritage, architecture, culture, monument, guided tour, photography, historic landmark, symbol, rajput, valor, tourist favorite, must visit",9.06,67000,Oct-Mar,Pleasant,24.8888,74.6261,200,3000-7000,Full day,Victory tower,Moderate,Udaipur (UDR),Chittorgarh,Symbol of Rajput valor,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Virupaksha_Temple_at_Hampi.jpg/1024px-Virupaksha_Temple_at_Hampi.jpg,Inn Palace,https://www.google.com/search?q=Inn+Palace+Chittorgarh+hotel+booking,1949,Palace Hotel Imperial,https://www.google.com/search?q=Palace+Hotel+Imperial+Chittorgarh+hotel+booking,2442,Resort Palace,https://www.google.com/search?q=Resort+Palace+Chittorgarh+hotel+booking,4123,Hotel Lake View,https://www.google.com/search?q=Hotel+Lake+View+Chittorgarh+hotel+booking,6841
46,Sanchi Stupa,Sanchi,Madhya Pradesh,Historical,"heritage, architecture, culture, monument, guided tour, photography, historic landmark, oldest, stone, structure, tourist favorite, must visit, photogenic",9,54000,Oct-Mar,Cool winters,23.4792,77.7397,50,1500-4000,2-3 hrs,Stupa visit,Good,Bhopal (BHO),Bhopal,Oldest stone structure in India,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Gwalior_Fort_%28cropped%29.jpg/1024px-Gwalior_Fort_%28cropped%29.jpg,OYO Sanchi,https://www.google.com/search?q=OYO+Sanchi+Sanchi+hotel+booking,1707,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Sanchi+hotel+booking,2737,Lodge Heritage,https://www.google.com/search?q=Lodge+Heritage+Sanchi+hotel+booking,3852,Resort Sanchi,https://www.google.com/search?q=Resort+Sanchi+Sanchi+hotel+booking,6446
47,Bhimbetka Rock Shelters,Bhopal,Madhya Pradesh,Historical,"heritage, architecture, culture, monument, guided tour, photography, historic landmark, year, old, rock, tourist favorite, must visit, photogenic",8.95,42000,Oct-Mar,Pleasant,22.9379,77.613,50,1500-4000,2-3 hrs,Cave exploration,Moderate,Bhopal (BHO),Bhopal,"10,000-year-old rock art",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Kandariya_Mahadeva_Temple.jpg/1024px-Kandariya_Mahadeva_Temple.jpg,Marriott Bhopal,https://www.google.com/search?q=Marriott+Bhopal+Bhopal+hotel+booking,1924,Lodge Royal,https://www.google.com/search?q=Lodge+Royal+Bhopal+hotel+booking,2775,Lodge Lake View,https://www.google.com/search?q=Lodge+Lake+View+Bhopal+hotel+booking,4097,Resort Imperial,https://www.google.com/search?q=Resort+Imperial+Bhopal+hotel+booking,6862
48,Kanchenjunga Base Camp,Pelling,Sikkim,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, world, s, third, tourist favorite, must visit, photogenic",9.15,32000,Apr-May/Sep-Nov,Cold,27.3167,88.1167,0,20000-40000,10-15 days,High-altitude trek,Challenging,Bagdogra (IXB),No railway,World's third highest peak,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kaza_in_Spiti_Valley.jpg/1024px-Kaza_in_Spiti_Valley.jpg,Lodge Imperial,https://www.google.com/search?q=Lodge+Imperial+Pelling+hotel+booking,1294,Boutique Hotel Palace,https://www.google.com/search?q=Boutique+Hotel+Palace+Pelling+hotel+booking,2252,Heritage Hotel Royal,https://www.google.com/search?q=Heritage+Hotel+Royal+Pelling+hotel+booking,3774,Boutique Hotel Palace,https://www.google.com/search?q=Boutique+Hotel+Palace+Pelling+hotel+booking,6690
49,Tawang Monastery,Tawang,Arunachal Pradesh,Religious,"temple, pilgrimage, spiritual, holy site, devotional, cultural importance, largest, monastery, india, tourist favorite, must visit, photogenic",9.05,38000,Apr-Oct,Cold,27.5862,91.8586,0,12000-25000,2-4 days,Monastery tour,Limited,Tezpur (TEZ),No railway,Largest monastery in India,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Gangotri_Temple.jpg/800px-Gangotri_Temple.jpg,Inn Crown,https://www.google.com/search?q=Inn+Crown+Tawang+hotel+booking,1215,Resort Grand,https://www.google.com/search?q=Resort+Grand+Tawang+hotel+booking,2964,Treebo Tawang,https://www.google.com/search?q=Treebo+Tawang+Tawang+hotel+booking,3948,Radisson Tawang,https://www.google.com/search?q=Radisson+Tawang+Tawang+hotel+booking,6606
50,Cherrapunji,Cherrapunji,Meghalaya,Nature,"scenic views, peaceful, greenery, outdoors, nature walk, landscape, fresh air, wettest, place, on, tourist favorite, must visit, photogenic",9.1,56000,Sep-Nov,Wet,25.2707,91.7317,0,4000-10000,2-3 days,Double-decker bridge,Moderate,Shillong (SHL),No railway,Wettest place on Earth,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Dal_Lake_Srinagar.jpg/1024px-Dal_Lake_Srinagar.jpg,OYO Cherrapunji,https://www.google.com/search?q=OYO+Cherrapunji+Cherrapunji+hotel+booking,1529,Lemon Tree Cherrapunji,https://www.google.com/search?q=Lemon+Tree+Cherrapunji+Cherrapunji+hotel+booking,2677,Inn Crown,https://www.google.com/search?q=Inn+Crown+Cherrapunji+hotel+booking,3967,Lodge Cherrapunji,https://www.google.com/search?q=Lodge+Cherrapunji+Cherrapunji+hotel+booking,6300
51,Majuli Island,Jorhat,Assam,Culture,"world, s, largest, tourist favorite, must visit, photogenic",9,34000,Oct-Mar,Cool,26.9752,94.1656,0,5000-12000,2-3 days,Satras visit,Limited,Jorhat (JRH),No railway,World's largest river island,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Radhanagar_Beach_Havelock.jpg/1024px-Radhanagar_Beach_Havelock.jpg,Treebo Jorhat,https://www.google.com/search?q=Treebo+Jorhat+Jorhat+hotel+booking,1979,Radisson Jorhat,https://www.google.com/search?q=Radisson+Jorhat+Jorhat+hotel+booking,2579,Hotel Palace,https://www.google.com/search?q=Hotel+Palace+Jorhat+hotel+booking,4459,Inn Heritage,https://www.google.com/search?q=Inn+Heritage+Jorhat+hotel+booking,6502
52,Nathula Pass,Gangtok,Sikkim,Adventure,"trekking, camping, thrill, outdoor adventure, offbeat, hiking trails, mountain views, high, mountain, pass, tourist favorite, must visit, photogenic",9.08,42000,May-Oct,Cold,27.3868,88.8307,0,10000-20000,Day trip,Border visit,Restricted,Bagdogra (IXB),No railway,High mountain pass,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Manali_Himachal_Pradesh.jpg/1024px-Manali_Himachal_Pradesh.jpg,Inn Palace,https://www.google.com/search?q=Inn+Palace+Gangtok+hotel+booking,1588,Resort Gangtok,https://www.google.com/search?q=Resort+Gangtok+Gangtok+hotel+booking,2763,Hyatt Gangtok,https://www.google.com/search?q=Hyatt+Gangtok+Gangtok+hotel+booking,3963,Treebo Gangtok,https://www.google.com/search?q=Treebo+Gangtok+Gangtok+hotel+booking,6940
53,Cellular Jail,Port Blair,Andaman and Nicobar Islands,Historical,"heritage, architecture, culture, monument, guided tour, photography, historic landmark, symbol, colonial, oppression, tourist favorite, must visit, photogenic",9.12,89000,Oct-Mar,Warm,11.7415,92.7375,50,3000-8000,2-3 hrs,Light & sound show,Good,Port Blair (IXZ),No railway,Symbol of colonial oppression,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Red_Fort_in_New_Delhi_03-2016.jpg/1024px-Red_Fort_in_New_Delhi_03-2016.jpg,Treebo Port Blair,https://www.google.com/search?q=Treebo+Port+Blair+Port+Blair+hotel+booking,1671,Boutique Hotel Imperial,https://www.google.com/search?q=Boutique+Hotel+Imperial+Port+Blair+hotel+booking,2373,Palace Hotel Port Blair,https://www.google.com/search?q=Palace+Hotel+Port+Blair+Port+Blair+hotel+booking,3888,OYO Port Blair,https://www.google.com/search?q=OYO+Port+Blair+Port+Blair+hotel+booking,6857
54,Vivanta Fisherman's Cove,Chennai,Tamil Nadu,Beach,"tropical, sunset view, water sports, scuba diving, relaxing, beach walk, seafood, luxury, beach, retreat, tourist favorite, must visit, photogenic",9.05,56000,Nov-Feb,Cool,12.8222,80.2528,0,8000-20000,2-4 days,Beach relaxation,Excellent,Chennai (MAA),No railway,Luxury beach retreat,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kovalam_beach_Kerala.jpg/1024px-Kovalam_beach_Kerala.jpg,OYO Chennai,https://www.google.com/search?q=OYO+Chennai+Chennai+hotel+booking,1234,Oberoi Chennai,https://www.google.com/search?q=Oberoi+Chennai+Chennai+hotel+booking,2884,Hotel Heritage,https://www.google.com/search?q=Hotel+Heritage+Chennai+hotel+booking,3840,Radisson Chennai,https://www.google.com/search?q=Radisson+Chennai+Chennai+hotel+booking,6269
